Paper_ID,Citation,Paper_Type,Core_Problem,Proposed_Method,Key_Assumptions,Datasets_Used,Main_Result,Limitations,Future_Work,Static_or_Dynamic,Single_or_MultiTier,Severity_Mentioned,Camp_Tag,RQ_Relevance,Contradicts_Aligns,Quality_Signal,Terminology_Definitions,Reusable_Figures
"64-CHE~1.MD","Pınar Özdemir, Ramazan Yıldırım. ML@ChemE: Past, Present, and Future of Machine Learning in Chemical Engineering. 2025.","Survey","Review of machine learning applications in chemical engineering, covering evolution, current state, and future directions.","Comprehensive review of ML in ChemE: historical perspective, data structures, algorithms, applications (material discovery, property estimation, process performance, monitoring/control); discusses generative AI, LLMs, and challenges.","Assumes ML is indispensable in ChemE; data is the new oil; future will see more generative AI, physics-informed ML, transfer learning, and field-specific databases.","Various ChemE applications: catalysis, batteries, solar cells, biofuels, reaction networks, thermodynamic property estimation, process control, fault detection.","ML applications have grown exponentially; initial focus on fault detection/signal processing; now spread to material development, property estimation, performance analysis; LLMs and generative AI are rising.","Data quality and availability; implementation challenges; legal/ethical issues; high cost of large AI models; interpretability concerns.","Develop field-specific databases; hybrid/physics-informed ML; transfer learning; automated ML; integrate LLMs and generative AI; address regulatory and ethical challenges.","Static + justification: review covers both static and dynamic ML models; however, most ChemE ML applications are offline/static.","Multi-tier + justification: ChemE applications range from molecular to plant-wide; multi-tier modeling is discussed (e.g., hybrid models, multi-scale).","No","ChemE-ML-review","Medium","Not determinable from single paper","Peer-reviewed (journal)","Machine learning, Chemical engineering, Artificial intelligence, Generative AI, Large language models (LLMs), Hybrid modeling, Physics-informed ML, Transfer learning.","Yes + description: Figures include publication trends, ML applications in ChemE areas, implementation steps, Sankey diagrams, future directions."
"63-Challenges and opportunities of deep learning-based process fault.md","Jianbo Yu, Yue Zhang. Challenges and opportunities of deep learning-based process fault detection and diagnosis: a review. 2023.","Survey","Review of deep learning-based fault detection and diagnosis in complex process industries; covers traditional methods, deep learning techniques, and future directions.","Systematic review of process FDD: traditional data projection and machine learning methods; deep learning architectures (AE, CNN, RNN, DBN, GAN, transfer learning, CapsNet, GNN, DGP, DGMM); discusses challenges and developing route.","Assumes deep learning outperforms traditional methods for feature extraction; data imbalance, small samples, and complex process characteristics are major challenges.","Tennessee Eastman Process (TEP), Fed-batch fermentation penicillin process (FBFP), CSTR, semiconductor manufacturing, grinding, boring, laminar cooling, assembly, aluminum smelting, etc.","Deep learning (AE, CNN, RNN, DBN) shows superior feature learning; transfer learning and GAN address small sample/imbalance; CapsNet, GNN, DGP, DGMM provide new ideas; future directions include edge computing, interpretability, large-scale neural networks.","Training instability, mode collapse, lack of interpretability, high computational cost, limited real-time performance, data imbalance, missing labels.","Optimize deep network structures; edge computing; transfer learning/GAN for FDD; GNN for relationship modeling; interpretability and visualization; large-scale neural network compression.","Dynamic + justification: review covers dynamic process monitoring methods (RNN, LSTM, Gated recurrent units) but most deep learning FDD is offline.","Multi-tier + justification: process industries include continuous, batch, multimode processes; multi-tier monitoring and transfer learning are discussed.","Yes + paraphrase: severity mentioned via fault types, magnitudes, and FDR/FAR metrics.","DL-process-FDD-review","High","Not determinable from single paper","Peer-reviewed (journal)","Deep learning, Process fault detection and diagnosis, Autoencoder (AE), Convolutional neural network (CNN), Recurrent neural network (RNN), Deep belief network (DBN), Transfer learning, Generative adversarial network (GAN), Capsule network, Graph neural network.","Yes + description: Figures include ML methods taxonomy, deep learning development, AE/CNN/RNN/DBN structures, fault detection/diagnosis procedures, developing route."
"62-A_hybrid soft sensor framework for real-time biodiesel yield prediction- Integrating mechanistic model","Mustafa Kamal Pasha, Lingmei Dai, Dehua Liu, Wei Du, Miao Guo. A hybrid soft sensor framework for real-time biodiesel yield prediction: Integrating mechanistic models and machine learning algorithms. Renewable Energy, 2024.","Framework-Model Proposal","Real-time biodiesel yield prediction; traditional methods are labor-intensive and lack real-time capabilities; data-driven methods require extensive high-quality datasets.","Proposed hybrid soft sensor: mechanistic model (Aspen PLUS®) generates computational data via MATLAB®; dataset of 1500 samples with 7 inputs (catalyst type, feedstock type, temperature, reaction time, FFA, water, methanol-to-oil) and 1 output (yield); trained ANN, RFR, SVR.","Assumes mechanistic models can generate reliable data; random sampling covers process variability; ANN is best for yield prediction.","IndPenSim penicillin fermentation (Raman-based PAA soft sensor); ammonia synthesis HLT unit (residual CO prediction).","ANN achieves R^2=0.998, RMSE=0.303; hyperparameter tuning reduces RMSE by 63% and MAE by 61.7%; feature importance: water content (28%), feedstock type (22%), temperature (21%).","Limited to specific feedstocks/catalysts; requires domain knowledge for mechanistic model; not validated on industrial scale.","Expand dataset to broader feedstocks and catalysts; develop more generalized model; apply to other process fault diagnoses.","Static + justification: soft sensor is trained offline on generated data; online prediction uses fixed model; no dynamic model adaptation.","Single-tier + justification: focuses on single-source domain (biodiesel production) with multiple inputs; no multi-tier or cross-domain transfer.","No","hybrid-soft-sensor-biodiesel","Medium","Not determinable from single paper","Peer-reviewed (journal, Renewable Energy)","Hybrid soft sensor, Mechanistic model, Machine learning, Artificial neural network (ANN), Random forest regression (RFR), Support vector regression (SVR), Biodiesel yield prediction.","Yes + description: Figures include soft sensor development framework, process flow diagrams, MATLAB-Aspen integration, Pearson correlation heatmap, model performance plots, feature importance."
"61-A comprehensive hybrid first principles - machine learning modeling","Bei Sun, Chunhua Yang, Yalin Wang, Weihua Gui, Ian Craig, Laurentz Olivier. A comprehensive hybrid first principles/machine learning modeling framework for complex industrial processes. Journal of Process Control, 2020.","Framework-Model Proposal","Complex industrial processes have multimodal and time-varying dynamics; traditional first-principle and pure data-driven models have limitations.","Proposed Comprehensive State Space (CSS) descriptive system; hybrid first principles/machine learning model: nominal term (FPM) + deviation term (regression on deep process features from SAE); process dynamics modeled as weighted sum of sub-models with probabilities from LR classifier.","Assumes CSS covers essential influence factors (output states, inlet conditions, reaction conditions); deep features can be extracted via SAE; sub-models correspond to operating conditions.","Cobalt removal process in zinc hydrometallurgy (4 reactors, 26 variables, 1050 samples).","CSS-based hybrid model outperforms nominal kinetic model and pure data-driven model; ARE for 4 reactors: 5.7%, 4.02%, 3.33%, 7.90%; Fisher information increases from 10^4 to 10^15.","Requires expert knowledge for sample reconstruction; subspaces lack clear physical meaning; not validated on other processes.","Generate subspaces with concrete physical meanings; transform system dynamics into LTV format using U-model; integrate modeling, control, and estimation in interactive framework.","Dynamic + justification: process dynamics modeled as weighted sum of sub-models; weights update with movement of operating point in CSS; captures time-varying and multimodal dynamics.","Multi-tier + justification: CSS divides process into subspaces (sub-models) for different operating conditions; multi-tier (multi-mode) monitoring and modeling.","No","CSS-hybrid-modeling","High","Not determinable from single paper","Peer-reviewed (journal, Journal of Process Control)","Comprehensive state space (CSS), Hybrid modeling, First principles model, Machine learning, Stacked autoencoder (SAE), Multimodal process, Deep feature extraction.","Yes + description: Figures include CSS illustration, deep feature extraction, subspace partitioning, hybrid modeling framework, cobalt removal process diagram, performance comparison plots."
"60-Fault Detection and Diagnosis in Industry 4.0 A Review on Challenges and Opportunities","Denis Leite, Emmanuel Andrade, Diego Rativa, Alexandre M. A. Maciel. Fault Detection and Diagnosis in Industry 4.0: A Review on Challenges and Opportunities. Sensors 2025, 25, 60.","Survey","Review of ML-based Real-Time Fault Detection and Diagnosis (RT-FDD) in Industry 4.0; identifies challenges and opportunities for bridging theoretical advancements and practical implementation.","Systematic literature review of ML-based RT-FDD; categorizes studies into six groups: (1) Data and Process Complexity, (2) Early Anomaly/Novel Fault Detection, (3) New/Improved/Hybrid Approaches, (4) Shop-floor Implementation, (5) Lack of Labeled Data, (6) Explainability/Interpretability.","Assumes RT-FDD is critical for reliability; ML-based methods offer benefits but face challenges in data quality, interpretability, and integration.","Various industrial domains: semiconductor manufacturing, injection molding, dyeing, chemical plants, cyber-physical systems, rotating machinery.","29 noteworthy studies identified; trends: growing interest (14 new studies in 2022-2023); AutoML, XAI, hybrid methods emerging; shortage of standardized datasets and comparative evaluations.","Lack of benchmark datasets; limited real-world implementation outcomes; fragmentation in research; need for standardized evaluation metrics.","Develop standardized datasets; refine techniques for unbalanced data and feature extraction; implement XAI tailored to industrial FDD; emphasize comprehensive comparative evaluations.","Dynamic + justification: review covers real-time FDD methods; however, most ML-based FDD is offline with static models; real-time capabilities are a key challenge.","Single-tier + justification: review covers both continuous and discrete manufacturing but does not focus on multi-tier architectures.","Yes + paraphrase: severity mentioned in context of fault types, anomalies, and safety-critical applications.","Industry4.0-FDD-review","High","Not determinable from single paper","Peer-reviewed (journal, MDPI Sensors)","Industry 4.0, Fault detection and diagnosis (FDD), Machine learning, Real-time, AutoML, Explainable AI (XAI), Imbalanced data.","Yes + description: Figures include FDD domain diagram, Venn diagram, study selection flowcharts, publication trends, taxonomy, confusion matrices."
"59-Deep Learning Techniques in Intelligent Fault Diagnosis and Prognosis for Industrial Systems A Review","Shaohua Qiu, Xiaopeng Cui, Zuowei Ping, Nanliang Shan, Zhong Li, Xianqiang Bao, Xinghua Xu. Deep Learning Techniques in Intelligent Fault Diagnosis and Prognosis for Industrial Systems: A Review. Sensors 2023, 23, 1305.","Survey","Review of deep learning techniques for fault diagnosis and prognosis (FDP) in industrial systems; covers emerging architectures (GAN, Transformer, GNN) and challenges.","Systematic review of DL-based FDP: problem formulations; unsupervised methods (AE, GAN) and supervised methods (DBN, RNN, CNN, Transformer, GNN); discusses challenges: imbalanced data, compound faults, multimodal fusion, edge implementation.","Assumes DL provides powerful feature representation; FDP can be formulated as classification (diagnosis) and regression (prognosis); emerging architectures offer new opportunities.","Various: rotating machinery, bearings, gearboxes, wind turbines, power transformers, aircraft engines, nuclear power machinery, photovoltaic systems, Tennessee Eastman process.","CNN-based methods dominate; GANs effective for data generation and cross-domain adaptation; Transformers and GNNs emerging; challenges include data imbalance, compound faults, multimodal fusion, edge implementation.","Training instability, mode collapse, lack of interpretability, high computational cost, limited real-time performance, data imbalance, missing labels.","Task-level transfer learning; data-level augmentation (GANs); model-level meta-learning; compound fault decoupling; multimodal fusion; lightweight models for edge; physics-informed DL.","Dynamic + justification: review covers dynamic methods (RNN, LSTM) for time-series; however, most DL-based FDP is offline training with static models.","Single-tier + justification: review covers single-domain and cross-domain FDP but does not focus on multi-tier architectures; transfer learning for cross-domain is discussed.","Yes + paraphrase: severity mentioned via fault types, magnitudes, and RUL estimation.","DL-FDP-review","High","Not determinable from single paper","Peer-reviewed (journal, MDPI Sensors)","Fault diagnosis, Fault prognosis, Deep learning, Generative adversarial network (GAN), Transformer, Graph neural network (GNN), Autoencoder (AE), Convolutional neural network (CNN), Recurrent neural network (RNN).","Yes + description: Figures include DL architectures, comparison of RNN/LSTM/GRU units, CNN structure, GAN/GNN/Transformer frameworks, publication trends."
"58-Machine learning for industrial sensing and control A survey and practical perspective","Nathan P. Lawrence, Seshu Kumar Damarla, Jong Woo Kim, Aditya Tulsyan, Faraz Amjad, Kai Wang, Benoit Chachuat, Jong Min Lee, Biao Huang, R. Bhushan Gopaluni. Machine learning for industrial sensing and control: A survey and practical perspective. 2024.","Survey","Survey of machine learning techniques for industrial sensing (soft sensing) and control (optimization, MPC, reinforcement learning) with a practical perspective on successes and challenges.","Comprehensive review: hybrid modeling framework; soft sensing trends (2015-2023) showing dominance of ANN, PLS, SVM; process control: hybrid modeling with mathematical programming, reinforcement learning; discusses industrial requirements and challenges.","Assumes ML has seen practical success in soft sensing; control applications are more research-oriented; hybrid models and RL are emerging.","Soft sensing: various process industries (refineries, steel, polymer, cement); control: CSTR, distillation, bioreactor, HVAC, polymerization, etc.","Soft sensing: ANN (47.72%), PLS (11.38%), SVM (7.53%); deep learning rising but limited industrial use; control: RL shows promise but sparse real-world validation; hybrid models improve extrapolation and accuracy.","Computational cost of deep learning; lack of labeled data; model maintenance; RL challenges: sample efficiency, stability, interpretability, real-time deployment.","Develop field-specific databases; physics-informed ML; transfer learning; automated ML; meta-RL; offline RL; integrate XAI and uncertainty quantification.","Dynamic + justification: covers dynamic methods (RL, MPC, adaptive soft sensors) but most industrial applications are offline/static.","Multi-tier + justification: covers multi-tier modeling (hybrid models, hierarchical control) and multi-source data fusion.","No","industrial-ML-survey","High","Not determinable from single paper","Peer-reviewed (journal)","Machine learning, Soft sensing, Process control, Hybrid modeling, Reinforcement learning, Model predictive control (MPC), Deep learning, Statistical learning.","Yes + description: Figures include hybrid modeling typology, soft sensor trends, RL vs. mathematical programming comparison, application diagrams."
"57-Interpretable and explainable machine learning methods for predictive process monitoring","Nijat Mehdiyev, Maxim Majlatow, Peter Fettke. Interpretable and explainable machine learning methods for predictive process monitoring: a systematic literature review. 2025.","Survey","Systematic literature review of explainable and interpretable ML methods for predictive process monitoring (PPM); aims to provide structured panorama, taxonomy, and research agenda.","PRISMA-based SLR of 107 studies; distinguishes intrinsically interpretable models (white-box: decision trees, regression, Bayesian, k-NN) and post-hoc explanation techniques (SHAP, LIME, LRP, PDP, ICE, counterfactuals); evaluates application domains, datasets, tasks, and explanation quality.","Assumes explainability is critical for trust in PPM; post-hoc methods dominate; evaluation of explanations is underdeveloped.","Finance (55), healthcare (31), customer support (25), manufacturing (16), government, insurance; BPIC datasets (2011-2020), Helpdesk, Production, Sepsis, Road Traffic Fine Management.","Process outcome prediction dominates (60%); SHAP (19%) and feature importance (17%) most used; graphical tools preferred; evaluation often omitted; only 18/107 studies formally evaluate XAI.","Lack of standardized evaluation metrics; limited human-grounded studies; domain shift; encoding selection bias; rare real-world validation.","Integrate XAI with uncertainty quantification, privacy, fairness; combine with LLMs; extend to streaming and object-centric process mining; develop adaptive and real-time explanation systems.","Dynamic + justification: review covers both static and dynamic PPM; however, most XAI in PPM is static/post-hoc; real-time/streaming explanations are a future direction.","Single-tier + justification: review focuses on single-domain PPM; multi-tier/object-centric PPM is identified as future work.","No","PPM-XAI-review","Medium","Not determinable from single paper","Peer-reviewed (journal)","Predictive process monitoring (PPM), Explainable AI (XAI), Interpretable machine learning, SHAP, LIME, LRP, Counterfactual explanations, Process mining, Business process management.","Yes + description: Figures include PRISMA flow, publication trends, keyword analysis, Sankey diagrams, taxonomy, SHAP/LIME/PDP examples, evaluation categorization."
"56-Explainable AI for industrial fault diagnosis A systematic review","J. Cação, J. Santos, M. Antunes. Explainable AI for industrial fault diagnosis: A systematic review. Journal of Industrial Information Integration, 2025.","Survey","Systematic review of XAI methods for industrial fault diagnosis; proposes novel taxonomy for XAI methods tailored to industrial use cases, focusing on practical implementation, output presentation, and evaluation.","PRISMA-based SLR of 33 studies (2020-2024); proposes taxonomy based on model transparency, generalisability, scope, explanation output, and methodology; analyzes applications, XAI methods, output presentation tools, and evaluation approaches.","Assumes XAI is critical for trust, interpretability, and auditability in Industry 5.0; post-hoc feature attribution methods dominate; graphical tools are preferred; evaluation is underdeveloped.","Manufacturing (39.5%), cybersecurity (15.2%), chemical, pharmaceutical, healthcare, aerospace, energy; datasets: CSTR, TE, bearing, rotating machinery, intrusion detection.","SHAP most used (13/33), GradCAM (5/33); post-hoc methods dominate (86.7%); feature attribution (93.9%); graphical tools (84.8%); only 27.3% use numerical indicators; human feedback rare.","Lack of standardized evaluation frameworks; limited human-grounded studies; performance vs. interpretability trade-off; regulatory compliance (EU AI Act) challenges.","Develop hybrid XAI frameworks; multimodal explanations; user-centric evaluation platforms; inherently interpretable models; integrate XAI across AI lifecycle; regulatory alignment.","Dynamic + justification: review covers both static and dynamic XAI methods; however, industrial implementations are mostly static/post-hoc.","Single-tier + justification: review covers single-domain industrial fault diagnosis; multi-tier not explicitly addressed.","Yes + paraphrase: severity mentioned in safety-critical applications; regulatory requirements (EU AI Act) emphasize robustness and transparency.","XAI-fault-diagnosis-review","High","Not determinable from single paper","Peer-reviewed (journal, Journal of Industrial Information Integration)","Explainable AI (XAI), Fault diagnosis, Industry 5.0, Interpretability, Taxonomy, SHAP, GradCAM, Post-hoc explanation, Feature attribution.","Yes + description: Figures include XAI taxonomy, PRISMA flow, publication trends, Sankey diagrams, XAI method classification, graphical tool classification, tables of methods and metrics."
"55-Unsupervised Anomaly Detection in Process-Complex Industrial Time Series A Real-World Case Study","Sergej Krasnikov, Lukas Meitz, Samineh Bagheri, Michael Heider, Thorsten Schöler, Jörg Hähner. Unsupervised Anomaly Detection in Process-Complex Industrial Time Series: A Real-World Case Study. 2024.","Empirical Study","Evaluate anomaly detection methods on real-world industrial time-series with pronounced process-induced complexity (non-periodic, multi-stage, heterogeneous sensors); compare classical vs. representation-learning models.","Empirical study on proprietary dataset from 118 machines; compares Isolation Forest (baseline) with 6 AE architectures: TCN-AE, LSTM-AE, GRU-AE, TCN-VAE, LSTM-VAE, GRU-VAE; evaluates reconstruction and anomaly detection performance.","Assumes process-complex data violates stationarity; classical methods fail; autoencoders can capture temporal dependencies; TCN-AE is most robust.","Proprietary industrial dataset from 118 field-deployed machines, 334 process instances, multivariate time-series with non-periodic, multi-scale dynamics.","IF fails (F1=0.120); TCN-AE best (F1=0.991, MSE=0.22e-4); GRU-AE (0.918), LSTM-AE (0.853); VAEs underperform standard AEs; TCN-AE most robust to hyperparameters.","Limited to single proprietary dataset; no public benchmark comparison; model set restricted to AE-based architectures; no transformer/attention-based methods.","Apply to public benchmarks; investigate transformer-based AEs; explore hybrid approaches; address scalability and real-time deployment.","Dynamic + justification: autoencoders are trained on normal data to reconstruct sequences; however, training is offline; online anomaly detection uses fixed reconstruction error threshold.","Single-tier + justification: focuses on single-domain (one industrial process) with multiple sensors; no multi-tier or cross-domain transfer.","No","process-complex-AE-AD","Medium","Not determinable from single paper","Peer-reviewed (conference)","Unsupervised anomaly detection, Industrial time series, Autoencoder (AE), Temporal convolutional network (TCN), Long short-term memory (LSTM), Gated recurrent unit (GRU), Variational autoencoder (VAE), Isolation Forest.","Yes + description: Figures include process sample plot, F1-score distributions, model performance tables."
"54-ACO~1.MD","Peng Yan, Matthias Rosenthal, Ahmed Abdulkadir, Gerrit A. Schatte, Paul-Philipp Luley, Benjamin F. Grewe, Thilo Stadelmann. A Comprehensive Survey of Deep Transfer Learning for Anomaly Detection in Industrial Time Series: Methods, Applications, and Directions. 2024.","Survey","Survey of deep transfer learning for anomaly detection in industrial time series; provides taxonomy of transfer learning problem settings and deep transfer learning approaches, reviews applications in manufacturing, predictive maintenance, energy, infrastructure.","Non-systematic application-oriented review of deep transfer learning for industrial time series anomaly detection; categorizes deep transfer learning into instance transfer, parameter transfer, mapping transfer, domain-adversarial transfer; reviews applications and provides practical guidelines.","Assumes transfer learning is key for dynamic industrial environments; parameter transfer dominates; data scarcity and domain shift are main challenges.","Manufacturing process monitoring (injection molding, metal forming, casting), predictive maintenance (bearings, motors, turbines), energy management (power consumption, building energy), infrastructure monitoring (bridges, networks, aircraft).","Parameter transfer most used (simplest); mapping transfer and adversarial transfer less common; inductive transfer learning dominates; CNNs, LSTMs, autoencoders favored; limited use of Transformers, GANs, diffusion models.","Lack of public datasets; domain shift; label availability/reliability; missing data; negative transfer; limited use of advanced DTL methods; scalability and interpretability.","Automatic selection of transferable features; invest in advanced DTL schemes and DNN models; data-centric approach; leverage generative AI; integrate with meta-learning, federated learning.","Dynamic + justification: transfer learning adapts models to new domains; however, most industrial applications use static transfer (offline fine-tuning); real-time adaptation is future work.","Multi-tier + justification: multiple source domains with category shift; multi-source transfer learning is discussed; however, most applications are single-source.","No","DTL-AD-survey","High","Not determinable from single paper","Peer-reviewed (conference/workshop)","Deep transfer learning, Anomaly detection, Industrial time series, Domain adaptation, Parameter transfer, Instance transfer, Mapping transfer, Adversarial transfer.","Yes + description: Figures include taxonomy, Sankey diagrams, anomaly type illustrations, application tables, implementation guidelines."
"53-Deep Learning for Time Series Anomaly Detection A Survey","Zahra Zamanzadeh Darban, Geoffrey I. Webb, Shirui Pan, Charu C. Aggarwal, Mahsa Salehi. Deep Learning for Time Series Anomaly Detection: A Survey. 2023.","Survey","Comprehensive survey of deep learning for time series anomaly detection; provides taxonomy based on anomaly detection strategies (forecasting, reconstruction, representation, hybrid) and deep learning architectures; reviews datasets, metrics, interpretability, and applications.","Structured taxonomy of TSAD methods; categorizes models by approach and architecture; discusses evaluation metrics, interpretability metrics, datasets, and application domains; provides model selection guidelines.","Assumes deep learning can learn expressive representations; anomalies are rare and unpredictable; unsupervised/semi-supervised approaches dominate due to lack of labels.","Various: computer networks, medicine/health, IoT, server monitoring, urban events, astronomy, aerospace, natural disasters, energy, industrial control systems, robotics, environmental management.","64 recent deep models reviewed; forecasting-based and reconstruction-based are main approaches; RNN/LSTM, CNN, AE/VAE, GAN, Transformer, GNN, HTM architectures used; representation-based and hybrid models emerging.","Training instability, mode collapse, lack of interpretability, high computational cost, data imbalance, non-stationarity, noisy data, periodic anomalies.","Online/incremental learning; handling high-dimensional MTS; minimizing false positives; improving interpretability; detecting periodic subsequence anomalies; developing robust models for noisy data.","Dynamic + justification: survey covers both static and dynamic models; many TSAD methods are offline; online/incremental learning is a future challenge.","Single-tier + justification: survey covers univariate and multivariate TSAD but does not focus on multi-tier architectures.","Yes + paraphrase: severity mentioned via anomaly types (point, contextual, seasonal, trend, shapelet, intermetric) and evaluation metrics (MTTD, coverage).","TSAD-deep-learning-survey","High","Not determinable from single paper","Peer-reviewed (journal)","Time series anomaly detection, Deep learning, Forecasting, Reconstruction, Representation learning, Hybrid models, Convolutional neural network (CNN), Recurrent neural network (RNN), Autoencoder (AE), Variational autoencoder (VAE), Generative adversarial network (GAN), Transformer, Graph neural network (GNN).","Yes + description: Figures include taxonomy, anomaly type illustrations, deep learning architectures (RNN, CNN, GNN, HTM, Transformer, AE, VAE, GAN), model comparison plots, dataset tables."
"52-TOW~1.MD","Yiran Ma, Jerome Le Ny, Zhichao Chen, Zhihuan Song. Towards Intrinsically Calibrated Uncertainty Quantification in Industrial Data-Driven Models via Diffusion Sampler. 2025.","Framework-Model Proposal","Uncertainty quantification (UQ) in industrial data-driven models; existing methods require post-hoc calibration due to systematic bias; goal is intrinsically calibrated predictive uncertainty.","Proposed DiffUQ: probabilistic regression model with neural networks for mean and precision; posterior sampling via diffusion sampler (Schrödinger bridge / stochastic optimal control); posterior predictive distribution via Monte Carlo aggregation.","Assumes diffusion sampler can faithfully represent complex posteriors; no post-hoc calibration needed; diffusion sampler robust to hyperparameters.","Synthetic toy distributions (smiley-face, funnel); IndPenSim penicillin fermentation (Raman-based PAA soft sensor); real-world ammonia synthesis HLT unit (residual CO prediction).","DiffUQ outperforms MC Dropout, Deep Ensembles, MFVI, SGLD, SVGD in NLL, ECE, MCE, MSE, MAE, R^2; achieves best calibration without post-hoc calibration; robust to hyperparameters (Δt, γ).","Computational cost of SDE simulation; requires careful network capacity selection; not validated on very high-dimensional or streaming data.","Develop more efficient training strategies; explore other diffusion samplers (DDS, Adjoint Sampling); apply to broader industrial applications.","Dynamic + justification: diffusion sampler learns a controlled SDE to sample from posterior; however, training is offline; online inference uses fixed model; no real-time model update.","Single-tier + justification: focuses on single-domain industrial models (Raman-based PAA, ammonia synthesis); no multi-tier or cross-domain transfer.","No","diffusion-UQ","High","Not determinable from single paper","Peer-reviewed (journal)","Uncertainty quantification (UQ), Diffusion sampler, Schrödinger bridge, Stochastic optimal control, Bayesian neural network, Calibration, Soft sensor.","Yes + description: Figures include DiffUQ workflow, toy distribution comparisons, training loss curves, sensitivity analysis, model performance tables."
"51-Data Augmentation via Residual Wasserstein GAN with Gradient Penalty for Imbalanced Industrial Data","Ying Tian, Jian Shen, Ao Wang, Zeqiu Li, Xiuhui Huang. Data Augmentation and Fault Diagnosis for Imbalanced Industrial Process Data Based on Residual Wasserstein Generative Adversarial Network With Gradient Penalty. 2024.","Framework-Model Proposal","Data imbalance in industrial process fault diagnosis; traditional GANs suffer from training instability, mode collapse, and generator gradient vanishing; need improved data augmentation for minority classes.","Proposed RWGAN-GP: Residual connections in generator to improve gradient flow and feature learning; Wasserstein distance with gradient penalty for stable training; generates high-quality synthetic samples; VGG-16/SVM for fault classification.","Assumes residual connections improve generator training; Wasserstein distance + GP solves instability; generated samples can balance dataset and improve diagnosis.","PRONTO benchmark dataset (multiphase flow, normal/air leakage/diverted flow, video frames); NEU surface defect dataset (6 types, 1800 images).","RWGAN-GP improves accuracy: PRONTO: 92.0% -> 99.3% (VGG), 67.3% -> 74.4% (SVM); NEU: 54.0% -> 67.3%; outperforms GAN, WGAN-GP, SAGAN, MSG-GAN; generated samples show high similarity (cosine 0.9732, SSIM 0.5908).","Limited to image data; requires careful hyperparameter tuning; not validated on time-series or other data types; computational cost.","Evaluate on more industrial datasets; improve robustness to noise and anomalies; apply to other data modalities (time-series, signals).","Static + justification: RWGAN-GP and classifier are trained offline on historical data; data augmentation is static; no online model adaptation.","Single-tier + justification: focuses on single-domain industrial datasets (PRONTO, NEU) with multiple fault classes; no multi-tier or cross-domain transfer.","No","RWGAN-GP-imbalanced","High","Not determinable from single paper","Peer-reviewed (journal)","Generative adversarial network (GAN), Residual network, Wasserstein distance, Gradient penalty, Imbalanced data, Fault diagnosis, Data augmentation.","Yes + description: Figures include GAN/WGAN/RWGAN-GP structures, training loss curves, generated image examples, similarity calculations, confusion matrices, accuracy comparisons."
